Subject,Trial,Jar,Bead,Response,Confidence,Correct,History
5f52,533,1,1,1,0,1,00011111001
5f52,534,1,1,1,0,1,00111110011
5f52,535,1,0,1,0,0,01111100111
5f52,536,1,1,0,0,0,01111001110
5f52,537,0,0,0,0,1,01110011101
5f52,538,0,0,0,1,1,01100111010
5f52,539,1,1,0,1,0,01001110100
5f52,540,1,1,0,0,0,00011101001
5f52,541,1,1,1,0,1,00111010011
5f52,542,0,1,1,0,1,01110100111
5f52,543,0,1,1,1,1,01101001111
5f52,544,0,0,1,1,0,01010011111
5f52,545,0,0,0,0,1,00100111110
5f52,546,0,0,0,1,1,01001111100
5f52,547,0,0,0,1,1,00011111000
5f52,548,0,0,0,1,1,00111110000
5f52,549,1,1,0,1,0,01111100000
5f52,550,1,1,0,0,0,01111000001
5f52,551,1,1,1,0,1,01110000011
5f52,552,1,1,1,0,1,01100000111
5f52,553,1,1,1,0,1,01000001111
5f52,554,1,1,1,1,1,00000011111
5f52,555,1,1,1,1,1,00000111111
5f52,556,1,0,1,1,0,00001111111
5f52,557,1,1,0,0,0,00011111110
5f52,558,1,1,0,0,0,00111111101
5f52,559,0,0,1,0,0,01111111011
5f52,560,0,0,0,0,1,01111110110
5f52,561,0,0,0,0,1,01111101100
5f52,562,0,0,0,1,1,01111011000
5f52,563,0,0,0,1,1,01110110000
5f52,564,0,0,0,1,1,01101100000
5f52,565,0,0,0,1,1,01011000000
5f52,566,0,0,0,1,1,00110000000
5f52,567,0,0,0,1,1,01100000000
5f52,568,0,0,0,1,1,01000000000
5f52,569,0,0,0,1,1,00000000000
5f52,570,0,0,0,1,1,00000000000
5f52,571,0,0,0,1,1,00000000000
5f52,572,0,1,0,1,0,00000000000
5f52,573,0,1,1,1,1,00000000001
5f52,574,0,0,1,1,0,00000000011
5f52,575,0,0,0,0,1,00000000110
5f52,576,0,1,0,0,0,00000001100
5f52,577,0,0,0,0,1,00000011001
5f52,578,0,0,0,0,1,00000110010
5f52,579,0,0,0,0,1,00001100100
5f52,580,0,0,0,0,1,00011001000
5f52,581,0,0,0,1,1,00110010000
5f52,582,0,1,0,1,0,01100100000
5f52,583,0,0,0,0,1,01001000001
5f52,584,0,1,0,1,0,00010000010
5f52,585,0,1,0,0,0,00100000101
5f52,586,1,1,0,0,0,01000001011
5f52,587,1,1,1,1,1,00000010111
5f52,588,0,1,1,1,1,00000101111
5f52,589,0,0,1,1,0,00001011111
5f52,590,0,1,0,1,0,00010111110
5f52,591,0,0,0,0,1,00101111101
5f52,592,1,1,0,1,0,01011111010
5f52,593,0,0,0,0,1,00111110101
5f52,594,0,1,0,0,0,01111101010
5f52,595,0,0,0,0,1,01111010101
5f52,596,0,0,0,1,1,01110101010
5f52,597,0,0,0,1,1,01101010100
5f52,598,0,0,0,1,1,01010101000
5f52,599,0,0,0,1,1,00101010000
5f52,600,0,0,0,1,1,01010100000
5f52,601,0,0,0,1,1,00101000000
5f52,602,0,0,0,1,1,01010000000
5f52,603,0,0,0,1,1,00100000000
5f52,604,0,1,0,1,0,01000000000
5f52,605,0,1,1,1,1,00000000001
5f52,606,0,1,1,1,1,00000000011
5f52,607,0,0,1,1,0,00000000111
5f52,608,0,0,0,1,1,00000001110
5f52,609,0,0,0,1,1,00000011100
5f52,610,0,0,0,1,1,00000111000
5f52,611,1,1,0,1,0,00001110000
5f52,612,1,1,0,0,0,00011100001
5f52,613,1,1,1,0,1,00111000011
5f52,614,1,1,1,1,1,01110000111
5f52,615,1,0,1,1,0,01100001111
5f52,616,1,1,0,1,0,01000011110
5f52,617,1,1,1,1,1,00000111101
5f52,618,1,1,1,1,1,00001111011
5f52,619,1,0,1,1,0,00011110111
5f52,620,1,1,0,0,0,00111101110
5f52,621,1,1,0,0,0,01111011101
5f52,622,1,1,1,0,1,01110111011
5f52,623,1,1,1,0,1,01101110111
5f52,624,0,0,1,1,0,01011101111
5f52,625,0,0,0,0,1,00111011110
5f52,626,0,0,0,1,1,01110111100
5f52,627,0,0,0,1,1,01101111000
5f52,628,0,0,0,1,1,01011110000
5f52,629,0,0,0,1,1,00111100000
5f52,630,0,0,0,1,1,01111000000
5f52,631,0,0,0,1,1,01110000000
5f52,632,0,0,0,1,1,01100000000
5f52,633,0,1,0,1,0,01000000000
5f52,634,0,0,1,1,0,00000000001
5f52,635,0,0,1,0,0,00000000010
5f52,636,0,0,0,0,1,00000000100
5f52,637,0,0,0,1,1,00000001000
5f52,638,0,1,0,1,0,00000010000
5f52,639,0,0,0,0,1,00000100001
5f52,640,0,0,0,1,1,00001000010
5f52,641,0,0,0,1,1,00010000100
5f52,642,0,0,0,1,1,00100001000
5f52,643,0,0,0,1,1,01000010000
5f52,644,0,0,0,1,1,00000100000
5f52,645,0,0,0,1,1,00001000000
5f52,646,0,1,0,1,0,00010000000
5f52,647,0,0,0,0,1,00100000001
5f52,648,0,0,0,1,1,01000000010
5f52,649,1,1,0,1,0,00000000100
5f52,650,1,1,0,0,0,00000001001
5f52,651,1,1,1,1,1,00000010011
5f52,652,1,1,1,1,1,00000100111
5f52,653,1,1,1,1,1,00001001111
5f52,654,1,1,1,1,1,00010011111
5f52,655,1,1,1,1,1,00100111111
5f52,656,1,1,1,1,1,01001111111
5f52,657,1,1,1,1,1,00011111111
5f52,658,1,1,1,1,1,00111111111
5f52,659,1,1,1,1,1,01111111111
5f52,660,1,1,1,1,1,01111111111
5f52,661,1,1,1,1,1,01111111111
5f52,662,1,1,0,0,0,01111111111
5f52,663,1,1,1,1,1,01111111111
5f52,664,1,1,1,1,1,01111111111
5f52,665,1,1,1,1,1,01111111111
5f52,666,1,0,1,1,0,01111111111
5f52,667,1,1,0,0,0,01111111110
5f52,668,1,1,0,0,0,01111111101
5f52,669,1,0,1,1,0,01111111011
5f52,670,1,0,0,0,1,01111110110
5f52,671,1,1,0,0,0,01111101100
5f52,672,1,0,0,0,1,01111011001
5f52,673,1,1,0,0,0,01110110010
5f52,674,1,1,0,0,0,01101100101
5f52,675,1,1,1,1,1,01011001011
5f52,676,1,1,1,1,1,00110010111
5f52,677,1,1,1,1,1,01100101111
5f52,678,1,1,1,1,1,01001011111
5f52,679,1,1,1,1,1,00010111111
5f52,680,1,1,1,1,1,00101111111
5f52,681,1,0,1,1,0,01011111111
5f52,682,1,1,0,1,0,00111111110
5f52,683,1,1,1,1,1,01111111101
5f52,684,1,1,1,1,1,01111111011
5f52,685,1,1,1,1,1,01111110111
5f52,686,1,1,1,1,1,01111101111
5f52,687,1,1,1,1,1,01111011111
5f52,688,1,1,1,1,1,01110111111
5f52,689,0,0,1,1,0,01101111111
5f52,690,0,1,0,1,0,01011111110
5f52,691,0,0,0,1,1,00111111101
5f52,692,1,1,0,1,0,01111111010
5f52,693,1,0,0,0,1,01111110101
5f52,694,1,1,0,1,0,01111101010
5f52,695,1,1,0,0,0,01111010101
5f52,696,1,1,1,1,1,01110101011
5f52,697,0,0,1,1,0,01101010111
5f52,698,0,0,0,1,1,01010101110
5f52,699,0,0,0,1,1,00101011100
5f52,700,1,1,0,1,0,01010111000
5f52,701,1,1,1,1,1,00101110001
5f52,702,1,1,1,1,1,01011100011
5f52,703,1,1,1,1,1,00111000111
5f52,704,1,1,1,1,1,01110001111
5f52,705,1,1,1,1,1,01100011111
5f52,706,1,1,1,1,1,01000111111
5f52,707,1,1,1,1,1,00001111111
5f52,708,1,1,1,1,1,00011111111
5f52,709,1,1,1,1,1,00111111111
5f52,710,1,1,1,1,1,01111111111
5f52,711,1,1,1,1,1,01111111111
5f52,712,0,0,1,1,0,01111111111
5f52,713,0,0,0,1,1,01111111110
5f52,714,0,0,0,1,1,01111111100
5f52,715,0,0,0,1,1,01111111000
5f52,716,1,1,0,1,0,01111110000
5f52,717,1,1,1,1,1,01111100001
5f52,718,1,1,1,1,1,01111000011
5f52,719,1,0,1,1,0,01110000111
5f52,720,1,1,0,1,0,01100001110
5f52,721,1,1,0,0,0,01000011101
5f52,722,1,1,1,0,1,00000111011
5f52,723,1,1,1,0,1,00001110111
5f52,724,1,0,1,1,0,00011101111
5f52,725,1,1,0,0,0,00111011110
5f52,726,1,0,1,0,0,01110111101
5f52,727,1,0,0,0,1,01101111010
5f52,728,1,0,0,0,1,01011110100
5f52,729,1,1,0,1,0,00111101000
5f52,730,1,1,0,0,0,01111010001
5f52,731,1,1,1,0,1,01110100011
5f52,732,1,1,1,0,1,01101000111
5f52,733,1,1,1,1,1,01010001111
5f52,734,0,1,1,1,1,00100011111
5f52,735,0,1,1,1,1,01000111111
5f52,736,0,0,1,1,0,00001111111
5f52,737,0,0,0,0,1,00011111110
5f52,738,0,0,0,0,1,00111111100
5f52,739,0,1,0,0,0,01111111000
5f52,740,0,0,1,1,0,01111110001
5f52,741,0,0,0,0,1,01111100010
5f52,742,0,0,0,0,1,01111000100
5f52,743,0,0,0,0,1,01110001000
5f52,744,0,1,0,1,0,01100010000
5f52,745,0,1,1,0,1,01000100001
5f52,746,0,1,1,1,1,00001000011
5f52,747,0,0,1,1,0,00010000111
5f52,748,1,1,0,1,0,00100001110
5f52,749,1,1,1,1,1,01000011101
5f52,750,1,1,1,1,1,00000111011
5f52,751,1,1,1,1,1,00001110111
5f52,752,1,1,1,1,1,00011101111
5f52,753,0,1,1,1,1,00111011111
5f52,754,1,1,1,1,1,01110111111
5f52,755,0,0,1,1,0,01101111111
5f52,756,0,0,0,1,1,01011111110
5f52,757,0,1,0,1,0,00111111100
5f52,758,1,1,1,1,1,01111111001
5f52,759,1,1,1,1,1,01111110011
5f52,760,1,1,1,1,1,01111100111
5f52,761,1,1,1,1,1,01111001111
5f52,762,0,1,1,1,1,01110011111
5f52,763,0,1,1,1,1,01100111111
5f52,764,0,1,1,1,1,01001111111
5f52,765,0,0,1,1,0,00011111111
5f52,766,0,0,0,1,1,00111111110
5f52,767,1,1,0,1,0,01111111100
5f52,768,1,1,1,1,1,01111111001
5f52,769,0,0,1,1,0,01111110011
5f52,770,1,1,0,1,0,01111100110
5f52,771,0,0,1,1,0,01111001101
5f52,772,0,0,0,1,1,01110011010
5f52,773,0,0,0,1,1,01100110100
5f52,774,0,0,0,1,1,01001101000
5f52,775,1,1,0,1,0,00011010000
5f52,776,1,1,1,1,1,00110100001
5f52,777,1,1,1,1,1,01101000011
5f52,778,1,1,1,1,1,01010000111
5f52,779,1,0,1,1,0,00100001111
5f52,780,1,1,0,0,0,01000011110
5f52,781,1,1,1,1,1,00000111101
5f52,782,1,1,1,1,1,00001111011
5f52,783,1,1,1,1,1,00011110111
5f52,784,0,0,1,1,0,00111101111
5f52,785,0,0,0,1,1,01111011110
5f52,786,0,0,0,1,1,01110111100
5f52,787,0,0,0,1,1,01101111000
5f52,788,0,0,0,1,1,01011110000
5f52,789,0,0,0,1,1,00111100000
5f52,790,0,0,0,1,1,01111000000
5f52,791,0,0,0,1,1,01110000000
5f52,792,0,0,0,1,1,01100000000
5f52,793,1,1,0,1,0,01000000000
5f52,794,1,1,1,1,1,00000000001
5f52,795,0,0,1,1,0,00000000011
5f52,796,0,0,0,1,1,00000000110
5f52,797,0,1,0,1,0,00000001100
5f52,798,0,0,1,1,0,00000011001
5f52,799,0,0,0,1,1,00000110010
5f52,800,0,0,0,1,1,00001100100
5f52,801,0,1,0,1,0,00011001000
5f52,802,0,1,1,1,1,00110010001
5f52,803,0,0,1,1,0,01100100011
5f52,804,0,0,0,1,1,01001000110
5f52,805,0,1,0,1,0,00010001100
5f52,806,0,1,1,1,1,00100011001
5f52,807,0,0,1,1,0,01000110011
5f52,808,0,0,0,1,1,00001100110
5f52,809,0,0,0,1,1,00011001100
5f52,810,1,1,0,1,0,00110011000
5f52,811,1,1,1,1,1,01100110001
5f52,812,1,1,1,1,1,01001100011
5f52,813,1,1,1,1,1,00011000111
5f52,814,1,1,1,1,1,00110001111
5f52,815,1,0,1,1,0,01100011111
5f52,816,1,1,0,1,0,01000111110
5f52,817,1,1,1,1,1,00001111101
5f52,818,1,1,1,1,1,00011111011
5f52,819,1,1,1,1,1,00111110111
5f52,820,0,0,1,1,0,01111101111
5f52,821,0,0,0,1,1,01111011110
5f52,822,0,0,0,1,1,01110111100
5f52,823,0,1,0,1,0,01101111000
5f52,824,1,1,1,1,1,01011110001
5f52,825,1,1,1,1,1,00111100011
5f52,826,1,1,1,1,1,01111000111
5f52,827,1,1,1,1,1,01110001111
5f52,828,1,1,1,1,1,01100011111
5f52,829,1,1,1,1,1,01000111111
5f52,830,1,1,1,1,1,00001111111
5f52,831,1,1,1,1,1,00011111111
5f52,832,1,0,1,1,0,00111111111
5f52,833,1,1,0,1,0,01111111110
5f52,834,0,1,1,1,1,01111111101
5f52,835,0,0,1,1,0,01111111011
5f52,836,0,0,0,1,1,01111110110
5f52,837,0,0,0,0,1,01111101100
5f52,838,0,1,0,1,0,01111011000
5f52,839,0,0,0,0,1,01110110001
5f52,840,0,0,0,1,1,01101100010
5f52,841,0,1,0,1,0,01011000100
5f52,842,0,0,0,0,1,00110001001
5f52,843,0,0,0,1,1,01100010010
5f52,844,0,0,0,1,1,01000100100
5f52,845,0,0,0,1,1,00001001000
5f52,846,0,1,0,1,0,00010010000
5f52,847,0,0,0,0,1,00100100001
5f52,848,0,0,0,1,1,01001000010
5f52,849,0,0,0,1,1,00010000100
5f52,850,0,0,0,1,1,00100001000
5f52,851,1,1,0,1,0,01000010000
5f52,852,1,1,0,0,0,00000100001
5f52,853,1,1,1,1,1,00001000011
5f52,854,1,0,1,1,0,00010000111
5f52,855,1,1,0,1,0,00100001110
5f52,856,1,1,0,0,0,01000011101
5f52,857,1,1,1,0,1,00000111011
5f52,858,1,1,1,1,1,00001110111
5f52,859,0,0,1,1,0,00011101111
5f52,860,1,1,0,0,0,00111011110
5f52,861,0,0,1,0,0,01110111101
5f52,862,0,0,1,0,0,01101111010
5f52,863,0,0,0,0,1,01011110100
5f52,864,0,0,0,1,1,00111101000
5f52,865,0,0,0,1,1,01111010000
5f52,866,0,0,0,1,1,01110100000
5f52,867,0,1,0,1,0,01101000000
5f52,868,0,0,0,0,1,01010000001
5f52,869,0,0,0,0,1,00100000010
5f52,870,1,1,0,0,0,01000000100
5f52,871,0,0,0,1,1,00000001001
5f52,872,0,0,0,1,1,00000010010
5f52,873,0,1,0,1,0,00000100100
5f52,874,0,0,0,0,1,00001001001
5f52,875,0,0,0,1,1,00010010010
5f52,876,0,0,0,1,1,00100100100
5f52,877,0,1,0,1,0,01001001000
5f52,878,0,0,0,0,1,00010010001
5f52,879,0,0,0,0,1,00100100010
5f52,880,0,0,0,0,1,01001000100
5f52,881,0,0,0,0,1,00010001000
5f52,882,0,0,0,0,1,00100010000
5f52,883,0,1,0,0,0,01000100000
5f52,884,0,0,0,1,1,00001000001
5f52,885,0,1,0,1,0,00010000010
5f52,886,0,0,0,0,1,00100000101
5f52,887,0,0,0,1,1,01000001010
5f52,888,0,0,0,1,1,00000010100
5f52,889,0,0,0,1,1,00000101000
5f52,890,0,1,0,1,0,00001010000
5f52,891,0,0,0,0,1,00010100001
5f52,892,0,1,0,1,0,00101000010
5f52,893,0,0,0,0,1,01010000101
5f52,894,0,0,0,0,1,00100001010
5f52,895,1,1,0,1,0,01000010100
5f52,896,1,1,0,0,0,00000101001
5f52,897,1,1,1,1,1,00001010011
5f52,898,1,0,1,1,0,00010100111
5f52,899,1,1,0,0,0,00101001110
5f52,900,1,1,1,1,1,01010011101
5f52,901,1,1,1,1,1,00100111011
5f52,902,1,1,1,1,1,01001110111
5f52,903,1,0,1,1,0,00011101111
5f52,904,1,1,0,0,0,00111011110
5f52,905,1,1,1,0,1,01110111101
5f52,906,1,1,1,0,1,01101111011
5f52,907,1,1,1,1,1,01011110111
5f52,908,1,1,1,1,1,00111101111
5f52,909,1,1,1,1,1,01111011111
5f52,910,1,1,1,0,1,01110111111
5f52,911,1,1,1,0,1,01101111111
5f52,912,1,1,1,0,1,01011111111
5f52,913,1,1,1,1,1,00111111111
5f52,914,1,1,1,0,1,01111111111
5f52,915,1,1,1,1,1,01111111111
5f52,916,1,1,1,1,1,01111111111
5f52,917,1,1,1,1,1,01111111111
5f52,918,1,1,1,1,1,01111111111
5f52,919,1,1,1,1,1,01111111111
5f52,920,1,0,1,1,0,01111111111
5f52,921,1,1,0,0,0,01111111110
5f52,922,0,0,1,1,0,01111111101
5f52,923,0,1,0,0,0,01111111010
5f52,924,0,0,1,1,0,01111110101
5f52,925,0,0,1,1,0,01111101010
5f52,926,0,0,0,1,1,01111010100
5f52,927,0,0,0,1,1,01110101000
5f52,928,0,0,0,1,1,01101010000
5f52,929,0,0,0,1,1,01010100000
5f52,930,0,0,0,1,1,00101000000
5f52,931,0,0,0,1,1,01010000000
5f52,932,0,1,0,1,0,00100000000
5f52,933,0,0,0,0,1,01000000001
5f52,934,1,1,0,1,0,00000000010
5f52,935,1,1,1,1,1,00000000101
5f52,936,1,1,1,1,1,00000001011
5f52,937,1,1,1,1,1,00000010111
5f52,938,1,1,1,1,1,00000101111
5f52,939,0,0,1,1,0,00001011111
5f52,940,0,1,0,1,0,00010111110
5f52,941,0,0,1,1,0,00101111101
5f52,942,0,1,0,1,0,01011111010
5f52,943,0,0,0,1,1,00111110101
5f52,944,0,0,0,1,1,01111101010
5f52,945,1,0,0,1,1,01111010100
5f52,946,1,1,0,1,0,01110101000
5f52,947,1,1,1,1,1,01101010001
5f52,948,1,0,1,1,0,01010100011
5f52,949,1,1,0,1,0,00101000110
5f52,950,1,1,0,0,0,01010001101
5f52,951,1,1,1,0,1,00100011011
5f52,952,0,1,1,1,1,01000110111
5f52,953,0,0,1,0,0,00001101111
5f52,954,0,0,0,1,1,00011011110
5f52,955,1,0,0,1,1,00110111100
5f52,956,1,1,0,1,0,01101111000
5f52,957,1,1,1,0,1,01011110001
5f52,958,1,1,1,1,1,00111100011
5f52,959,1,1,1,0,1,01111000111
5f52,960,1,0,1,1,0,01110001111
5f52,961,1,1,0,0,0,01100011110
5f52,962,0,0,1,0,0,01000111101
5f52,963,0,1,0,0,0,00001111010
5f52,964,0,0,0,0,1,00011110101
5f52,965,0,0,0,1,1,00111101010
5f52,966,0,0,0,1,1,01111010100
5f52,967,0,0,0,1,1,01110101000
5f52,968,1,1,0,1,0,01101010000
5f52,969,1,1,0,0,0,01010100001
5f52,970,0,0,1,0,0,00101000011
5f52,971,0,1,0,1,0,01010000110
5f52,972,0,0,0,0,1,00100001101
5f52,973,0,1,0,1,0,01000011010
5f52,974,0,0,1,0,0,00000110101
5f52,975,0,0,0,0,1,00001101010
5f52,976,0,0,0,1,1,00011010100
5f52,977,0,1,0,1,0,00110101000
5f52,978,1,1,0,0,0,01101010001
5f52,979,1,1,1,0,1,01010100011
5f52,980,1,1,1,1,1,00101000111
5f52,981,1,1,1,1,1,01010001111
5f52,982,0,0,1,1,0,00100011111
5f52,983,0,0,0,0,1,01000111110
5f52,984,0,0,0,0,1,00001111100
5f52,985,0,0,0,1,1,00011111000
5f52,986,1,1,0,1,0,00111110000
5f52,987,1,0,1,0,0,01111100001
5f52,988,1,1,1,1,1,01111000010
5f52,989,1,1,1,1,1,01110000101
5f52,990,1,0,1,1,0,01100001011
5f52,991,1,0,0,0,1,01000010110
5f52,992,1,1,0,0,0,00000101100
5f52,993,1,1,0,0,0,00001011001
5f52,994,1,1,1,0,1,00010110011
5f52,995,1,0,1,0,0,00101100111
5f52,996,1,1,0,0,0,01011001110
5f52,997,1,1,0,0,0,00110011101
5f52,998,1,1,1,1,1,01100111011
5f52,999,1,1,1,1,1,01001110111
5f52,1000,1,0,1,1,0,00011101111
5f52,1001,1,1,0,0,0,00111011110
5f52,1002,1,1,1,0,1,01110111101
5f52,1003,1,0,1,0,0,01101111011
5f52,1004,0,0,0,0,1,01011110110
5f52,1005,0,0,0,0,1,00111101100
5f52,1006,0,0,0,1,1,01111011000
5f52,1007,0,0,0,1,1,01110110000
5f52,1008,0,0,0,1,1,01101100000
5f52,1009,0,0,0,1,1,01011000000
60c8,10,0,1,1,1,1,01110000000
60c8,11,0,0,1,1,0,01100000001
60c8,12,0,0,0,0,1,01000000010
60c8,13,0,0,0,1,1,00000000100
60c8,14,1,1,0,1,0,00000001000
60c8,15,1,1,1,1,1,00000010001
60c8,16,1,1,1,1,1,00000100011
60c8,17,1,1,1,1,1,00001000111
60c8,18,1,1,1,1,1,00010001111
60c8,19,1,0,1,0,0,00100011111
60c8,20,1,1,0,1,0,01000111110
60c8,21,1,1,0,0,0,00001111101
60c8,22,1,0,1,1,0,00011111011
60c8,23,1,1,0,1,0,00111110110
60c8,24,1,1,1,0,1,01111101101
60c8,25,1,1,1,1,1,01111011011
60c8,26,1,1,1,1,1,01110110111
60c8,27,1,1,1,1,1,01101101111
60c8,28,1,0,1,1,0,01011011111
60c8,29,1,1,1,0,1,00110111110
60c8,30,1,1,1,1,1,01101111101
60c8,31,0,0,1,1,0,01011111011
60c8,32,0,0,0,0,1,00111110110
60c8,33,0,0,0,1,1,01111101100
60c8,34,0,1,0,1,0,01111011000
60c8,35,0,0,1,0,0,01110110001
60c8,36,0,0,1,0,0,01101100010
60c8,37,1,1,0,1,0,01011000100
60c8,38,1,1,0,0,0,00110001001
60c8,39,1,0,1,1,0,01100010011
60c8,40,1,1,0,0,0,01000100110
60c8,41,1,1,0,0,0,00001001101
60c8,42,1,1,1,0,1,00010011011
60c8,43,1,1,1,0,1,00100110111
60c8,44,1,1,1,1,1,01001101111
60c8,45,1,1,1,1,1,00011011111
60c8,46,1,0,1,1,0,00110111111
60c8,47,1,1,0,0,0,01101111110
60c8,48,1,0,1,0,0,01011111101
60c8,49,1,1,1,0,1,00111111010
60c8,50,1,1,1,1,1,01111110101
60c8,51,1,1,1,1,1,01111101011
60c8,52,1,1,1,1,1,01111010111
60c8,53,1,1,1,1,1,01110101111
60c8,54,1,1,1,1,1,01101011111
60c8,55,0,0,1,1,0,01010111111
60c8,56,0,0,1,0,0,00101111110
60c8,57,0,0,0,1,1,01011111100
60c8,58,0,0,0,1,1,00111111000
60c8,59,0,0,0,1,1,01111110000
60c8,60,0,0,0,1,1,01111100000
60c8,61,0,0,0,1,1,01111000000
60c8,62,1,1,0,1,0,01110000000
60c8,63,1,1,0,0,0,01100000001
60c8,64,1,1,1,0,1,01000000011
60c8,65,1,1,1,1,1,00000000111
60c8,66,1,1,1,1,1,00000001111
60c8,67,1,1,1,1,1,00000011111
60c8,68,1,1,1,1,1,00000111111
60c8,69,1,1,1,1,1,00001111111
60c8,70,1,1,1,1,1,00011111111
60c8,71,1,0,1,1,0,00111111111
60c8,72,1,1,1,0,1,01111111110
60c8,73,0,0,1,0,0,01111111101
60c8,74,0,1,0,0,0,01111111010
60c8,75,0,0,0,0,1,01111110101
60c8,76,0,1,0,1,0,01111101010
60c8,77,0,0,0,0,1,01111010101
60c8,78,0,0,0,0,1,01110101010
60c8,79,0,0,0,1,1,01101010100
60c8,80,0,1,0,1,0,01010101000
60c8,81,0,0,1,0,0,00101010001
60c8,82,0,1,1,0,1,01010100010
60c8,83,0,0,1,1,0,00101000101
60c8,84,0,0,0,0,1,01010001010
60c8,85,0,1,0,1,0,00100010100
60c8,86,1,0,0,0,1,01000101001
60c8,87,1,0,0,0,1,00001010010
60c8,88,0,1,0,1,0,00010100100
60c8,89,0,1,0,0,0,00101001001
60c8,90,0,0,1,0,0,01010010011
60c8,91,0,0,1,0,0,00100100110
60c8,92,1,1,0,0,0,01001001100
60c8,93,1,1,1,0,1,00010011001
60c8,94,0,1,1,0,1,00100110011
60c8,95,0,0,1,1,0,01001100111
60c8,96,0,0,1,0,0,00011001110
60c8,97,0,0,0,0,1,00110011100
60c8,98,0,0,0,1,1,01100111000
60c8,99,0,0,0,1,1,01001110000
60c8,100,0,0,0,1,1,00011100000
60c8,101,0,0,0,1,1,00111000000
60c8,102,0,0,0,1,1,01110000000
60c8,103,0,0,0,1,1,01100000000
60c8,104,0,1,0,1,0,01000000000
60c8,105,0,0,0,0,1,00000000001
60c8,106,0,0,0,0,1,00000000010
60c8,107,0,1,0,1,0,00000000100
60c8,108,1,1,0,0,0,00000001001
60c8,109,1,0,1,0,0,00000010011
60c8,110,1,1,1,0,1,00000100110
60c8,111,1,1,1,1,1,00001001101
60c8,112,1,1,1,1,1,00010011011
60c8,113,1,1,1,1,1,00100110111
60c8,114,1,1,1,1,1,01001101111
60c8,115,1,1,1,1,1,00011011111
60c8,116,1,0,1,1,0,00110111111
60c8,117,1,1,1,0,1,01101111110
60c8,118,1,1,1,0,1,01011111101
60c8,119,1,1,1,1,1,00111111011
60c8,120,1,1,1,1,1,01111110111
60c8,121,1,1,1,1,1,01111101111
60c8,122,1,1,1,1,1,01111011111
60c8,123,1,1,1,1,1,01110111111
60c8,124,0,0,1,1,0,01101111111
60c8,125,0,0,1,0,0,01011111110
60c8,126,1,1,0,0,0,00111111100
60c8,127,1,0,0,0,1,01111111001
60c8,128,1,1,0,1,0,01111110010
60c8,129,1,1,0,0,0,01111100101
60c8,130,1,1,1,0,1,01111001011
60c8,131,1,1,1,1,1,01110010111
60c8,132,1,1,1,1,1,01100101111
60c8,133,1,0,1,1,0,01001011111
60c8,134,1,1,1,0,1,00010111110
60c8,135,1,1,1,1,1,00101111101
60c8,136,0,0,1,1,0,01011111011
60c8,137,0,1,1,0,1,00111110110
60c8,138,0,0,1,0,0,01111101101
60c8,139,0,0,0,0,1,01111011010
60c8,140,0,0,0,1,1,01110110100
60c8,141,1,1,0,1,0,01101101000
60c8,142,1,1,0,0,0,01011010001
60c8,143,1,0,1,0,0,00110100011
60c8,144,1,1,0,0,0,01101000110
60c8,145,1,1,1,0,1,01010001101
60c8,146,1,0,1,0,0,00100011011
60c8,147,1,1,0,0,0,01000110110
60c8,148,0,0,0,0,1,00001101101
60c8,149,1,1,0,1,0,00011011010
60c8,150,1,1,0,1,0,00110110101
60c8,151,1,1,1,0,1,01101101011
60c8,152,1,1,1,0,1,01011010111
60c8,153,1,1,1,0,1,00110101111
60c8,154,0,0,1,0,0,01101011111
60c8,155,1,1,1,0,1,01010111110
60c8,156,1,1,1,0,1,00101111101
60c8,157,1,0,1,1,0,01011111011
60c8,158,1,1,1,0,1,00111110110
60c8,159,1,0,1,0,0,01111101101
60c8,160,1,1,1,0,1,01111011010
60c8,161,1,0,1,0,0,01110110101
60c8,162,1,1,0,0,0,01101101010
60c8,163,0,0,0,0,1,01011010101
60c8,164,0,0,0,1,1,00110101010
60c8,165,0,0,0,1,1,01101010100
60c8,166,0,1,0,1,0,01010101000
60c8,167,0,1,0,0,0,00101010001
60c8,168,0,0,1,0,0,01010100011
60c8,169,0,1,0,0,0,00101000110
60c8,170,0,0,1,0,0,01010001101
60c8,171,0,1,0,0,0,00100011010
60c8,172,0,0,1,0,0,01000110101
60c8,173,0,1,1,0,1,00001101010
60c8,174,1,1,1,0,1,00011010101
60c8,175,1,0,1,1,0,00110101011
60c8,176,1,0,0,1,1,01101010110
60c8,177,1,1,0,1,0,01010101100
60c8,178,0,0,1,0,0,00101011001
60c8,179,0,0,1,0,0,01010110010
60c8,180,0,0,0,0,1,00101100100
60c8,181,1,1,0,1,0,01011001000
60c8,182,0,0,0,0,1,00110010001
60c8,183,0,0,0,0,1,01100100010
60c8,184,0,0,0,0,1,01001000100
60c8,185,1,1,0,0,0,00010001000
60c8,186,1,0,1,0,0,00100010001
60c8,187,1,1,1,0,1,01000100010
60c8,188,1,0,1,1,0,00001000101
60c8,189,1,0,1,0,0,00010001010
60c8,190,1,0,0,0,1,00100010100
60c8,191,1,1,0,0,0,01000101000
60c8,192,1,1,0,0,0,00001010001
60c8,193,1,1,1,0,1,00010100011
60c8,194,1,1,1,0,1,00101000111
60c8,195,1,1,1,0,1,01010001111
60c8,196,1,0,1,1,0,00100011111
